genome	host_species	cluster	family	genus
EHA01222_bin.7	Podarcis_sp.	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01223_bin.38	Podarcis_sp.	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01228_bin.20	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01220_bin.15	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01220_bin.2	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01225_bin.23	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01225_bin.24	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01224_bin.41	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01224_bin.5	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01231_bin.34	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01231_bin.9	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01222_bin.18	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01222_bin.21	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01222_bin.3	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01222_bin.9	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01229_bin.19	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01229_bin.4	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01221_bin.25	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01221_bin.9	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01223_bin.4	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01223_bin.7	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01223_bin.9	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01225_bin.11	Podarcis_sp.	3547	f__Desulfovibrionaceae	g__Bilophila
EHA01223_bin.43	Podarcis_sp.	3547	f__Desulfovibrionaceae	g__Bilophila
EHA01226_bin.5	Podarcis_sp.	6694	f__Erysipelotrichaceae	g__Breznakia
EHA01219_bin.35	Podarcis_sp.	5610	f__Lachnospiraceae	g__CAG-95
EHA01219_bin.19	Podarcis_sp.	7049	f__Gastranaerophilaceae	g__CALURL01
EHA01223_bin.20	Podarcis_sp.	6146	f__Clostridiaceae	g__Clostridium
EHA01220_bin.13	Podarcis_sp.	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01223_bin.2	Podarcis_sp.	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01228_bin.11	Podarcis_sp.	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01230_bin.10	Podarcis_sp.	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01219_bin.4	Podarcis_sp.	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01222_bin.12	Podarcis_sp.	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01223_bin.12	Podarcis_sp.	3553	f__Desulfovibrionaceae	g__Desulfovibrio
EHA01229_bin.6	Podarcis_sp.	6708	f__Erysipelotrichaceae	g__Dielma
EHA01220_bin.22	Podarcis_sp.	5639	f__Lachnospiraceae	g__Enterocloster
EHA01219_bin.36	Podarcis_sp.	5639	f__Lachnospiraceae	g__Enterocloster
EHA01229_bin.2	Podarcis_sp.	5639	f__Lachnospiraceae	g__Enterocloster
EHA01223_bin.32	Podarcis_sp.	5639	f__Lachnospiraceae	g__Enterocloster
EHA01231_bin.6	Podarcis_sp.	5073	f__Ruminococcaceae	g__Fournierella
EHA01220_bin.3	Podarcis_sp.	5635	f__Lachnospiraceae	g__Hungatella
EHA01229_bin.33	Podarcis_sp.	5635	f__Lachnospiraceae	g__Hungatella
EHA01223_bin.24	Podarcis_sp.	5635	f__Lachnospiraceae	g__Hungatella
EHA01225_bin.8	Podarcis_sp.	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01229_bin.7	Podarcis_sp.	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01223_bin.26	Podarcis_sp.	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01224_bin.42	Podarcis_sp.	5602	f__Lachnospiraceae	g__JAAYNV01
EHA01223_bin.13	Podarcis_sp.	3284	f__Enterobacteriaceae	g__Kluyvera
EHA01229_bin.23	Podarcis_sp.	4897	f__Oscillospiraceae	g__Lawsonibacter
EHA01221_bin.37	Podarcis_sp.	3538	f__Desulfovibrionaceae	g__Mailhella
EHA01231_bin.14	Podarcis_sp.	5698	f__Lachnospiraceae	g__MGBC136627
EHA01224_bin.31	Podarcis_sp.	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01231_bin.36	Podarcis_sp.	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01221_bin.34	Podarcis_sp.	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01223_bin.45	Podarcis_sp.	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01228_bin.10	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01228_bin.21	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01228_bin.8	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01230_bin.5	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01225_bin.20	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01219_bin.9	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01231_bin.27	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01222_bin.14	Podarcis_sp.	907	f__Marinifilaceae	g__Odoribacter
EHA01221_bin.11	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01223_bin.22	Podarcis_sp.	907	f__Marinifilaceae	g__Odoribacter
EHA01223_bin.25	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01228_bin.16	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01228_bin.6	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01230_bin.8	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01225_bin.13	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01219_bin.30	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01219_bin.37	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01224_bin.10	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01231_bin.48	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01229_bin.8	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01221_bin.32	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01223_bin.16	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01223_bin.39	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01223_bin.11	Podarcis_sp.	6251	f__Peptostreptococcaceae	g__Paraclostridium
EHA01219_bin.25	Podarcis_sp.	1005	f__Rikenellaceae	g__Rikenella
EHA01224_bin.25	Podarcis_sp.	1005	f__Rikenellaceae	g__Rikenella
EHA01222_bin.25	Podarcis_sp.	1005	f__Rikenellaceae	g__Rikenella
EHA01229_bin.12	Podarcis_sp.	1005	f__Rikenellaceae	g__Rikenella
EHA01221_bin.35	Podarcis_sp.	1005	f__Rikenellaceae	g__Rikenella
EHA01223_bin.18	Podarcis_sp.	5576	f__Lachnospiraceae	g__Roseburia
EHA01225_bin.5	Podarcis_sp.	3284	f__Enterobacteriaceae	g__Salmonella
EHA01223_bin.37	Podarcis_sp.	6139	f__Clostridiaceae	g__Sarcina
EHA01224_bin.17	Podarcis_sp.	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA01221_bin.17	Podarcis_sp.	5716	f__Lachnospiraceae	g__Velocimicrobium
EHA01223_bin.42	Podarcis_sp.	5717	f__Lachnospiraceae	g__Velocimicrobium
EHA01220_bin.11	Podarcis_sp.	5633	f__Lachnospiraceae	g__Ventrimonas
EHA01832_bin.105	Podarcis_sp.	5719	f__Lachnospiraceae	g__
EHA01832_bin.163	Podarcis_sp.	5640	f__Lachnospiraceae	g__
EHA01832_bin.177	Podarcis_sp.	5441	f__Anaerotignaceae	g__
EHA01832_bin.18	Podarcis_sp.	5633	f__Lachnospiraceae	g__
EHA01832_bin.2	Podarcis_sp.	6699	f__Erysipelotrichaceae	g__
EHA01832_bin.224	Podarcis_sp.	5636	f__Lachnospiraceae	g__
EHA01832_bin.23	Podarcis_sp.	5698	f__Lachnospiraceae	g__
EHA01832_bin.73	Podarcis_sp.	5636	f__Lachnospiraceae	g__
EHA01832_bin.74	Podarcis_sp.	5532	f__Lachnospiraceae	g__
EHA01832_bin.78	Podarcis_sp.	6697	f__Erysipelotrichaceae	g__
EHA01832_bin.217	Podarcis_sp.	6335	f__	g__
EHA01832_bin.54	Podarcis_sp.	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01832_bin.119	Podarcis_sp.	1029	f__Rikenellaceae	g__Alistipes
EHA01832_bin.144	Podarcis_sp.	1028	f__Rikenellaceae	g__Alistipes
EHA01832_bin.147	Podarcis_sp.	1029	f__Rikenellaceae	g__Alistipes
EHA01832_bin.183	Podarcis_sp.	1028	f__Rikenellaceae	g__Alistipes
EHA01832_bin.208	Podarcis_sp.	1029	f__Rikenellaceae	g__Alistipes
EHA01832_bin.101	Podarcis_sp.	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01832_bin.211	Podarcis_sp.	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01832_bin.215	Podarcis_sp.	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01832_bin.55	Podarcis_sp.	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01832_bin.140	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01832_bin.206	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01832_bin.59	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01832_bin.60	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01832_bin.72	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01832_bin.94	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01832_bin.15	Podarcis_sp.	5537	f__Lachnospiraceae	g__Blautia
EHA01832_bin.70	Podarcis_sp.	5537	f__Lachnospiraceae	g__Blautia
EHA01832_bin.91	Podarcis_sp.	5534	f__Lachnospiraceae	g__Blautia_A
EHA01832_bin.167	Podarcis_sp.	6697	f__Erysipelotrichaceae	g__C-19
EHA01832_bin.169	Podarcis_sp.	6697	f__Erysipelotrichaceae	g__C-19
EHA01832_bin.179	Podarcis_sp.	2079	f__CAG-239	g__CAJLXD01
EHA01832_bin.83	Podarcis_sp.	5640	f__Lachnospiraceae	g__CAJMNU01
EHA01832_bin.135	Podarcis_sp.	7049	f__Gastranaerophilaceae	g__CALURL01
EHA01832_bin.173	Podarcis_sp.	7049	f__Gastranaerophilaceae	g__CALURL01
EHA01832_bin.180	Podarcis_sp.	2077	f__CAG-239	g__CAZU01
EHA01832_bin.80	Podarcis_sp.	5636	f__Lachnospiraceae	g__CHH4-2
EHA01832_bin.61	Podarcis_sp.	6699	f__Erysipelotrichaceae	g__Clostridium_AQ
EHA01832_bin.107	Podarcis_sp.	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01832_bin.216	Podarcis_sp.	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01832_bin.141	Podarcis_sp.	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01832_bin.192	Podarcis_sp.	5642	f__Lachnospiraceae	g__Copromonas
EHA01832_bin.95	Podarcis_sp.	5605	f__Lachnospiraceae	g__Eisenbergiella
EHA01832_bin.79	Podarcis_sp.	6184	f__Anaerovoracaceae	g__Emergencia
EHA01832_bin.164	Podarcis_sp.	5639	f__Lachnospiraceae	g__Enterocloster
EHA01832_bin.196	Podarcis_sp.	5639	f__Lachnospiraceae	g__Enterocloster
EHA01832_bin.68	Podarcis_sp.	5639	f__Lachnospiraceae	g__Enterocloster
EHA01832_bin.19	Podarcis_sp.	5512	f__Lachnospiraceae	g__Extibacter
EHA01832_bin.138	Podarcis_sp.	5073	f__Ruminococcaceae	g__Fournierella
EHA01832_bin.204	Podarcis_sp.	5635	f__Lachnospiraceae	g__Hungatella
EHA01832_bin.165	Podarcis_sp.	5636	f__Lachnospiraceae	g__Hungatella_A
EHA01832_bin.116	Podarcis_sp.	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01832_bin.125	Podarcis_sp.	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01832_bin.178	Podarcis_sp.	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01832_bin.202	Podarcis_sp.	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01832_bin.209	Podarcis_sp.	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01832_bin.226	Podarcis_sp.	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01832_bin.229	Podarcis_sp.	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01832_bin.1	Podarcis_sp.	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01832_bin.17	Podarcis_sp.	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01832_bin.174	Podarcis_sp.	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01832_bin.175	Podarcis_sp.	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01832_bin.153	Podarcis_sp.	5536	f__Lachnospiraceae	g__JALFVM01
EHA01832_bin.134	Podarcis_sp.	5524	f__Lachnospiraceae	g__Lachnotalea
EHA01832_bin.39	Podarcis_sp.	4897	f__Oscillospiraceae	g__Lawsonibacter
EHA01832_bin.102	Podarcis_sp.	7066	f__Gastranaerophilaceae	g__Limenecus
EHA01832_bin.131	Podarcis_sp.	3538	f__Desulfovibrionaceae	g__Mailhella
EHA01832_bin.188	Podarcis_sp.	5725	f__Lachnospiraceae	g__MGBC140009
EHA01832_bin.13	Podarcis_sp.	5518	f__Lachnospiraceae	g__Muricomes
EHA01832_bin.11	Podarcis_sp.	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01832_bin.117	Podarcis_sp.	6699	f__Erysipelotrichaceae	g__NSJ-61
EHA01832_bin.185	Podarcis_sp.	907	f__Marinifilaceae	g__Odoribacter
EHA01832_bin.27	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01832_bin.47	Podarcis_sp.	1141	f__Bacteroidaceae	g__OM05-12
EHA01832_bin.219	Podarcis_sp.	4920	f__Oscillospiraceae	g__Oscillibacter
EHA01832_bin.223	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01832_bin.203	Podarcis_sp.	4902	f__Oscillospiraceae	g__Pseudoflavonifractor
EHA01832_bin.210	Podarcis_sp.	4902	f__Oscillospiraceae	g__Pseudoflavonifractor
EHA01832_bin.25	Podarcis_sp.	4902	f__Oscillospiraceae	g__Pseudoflavonifractor
EHA01832_bin.222	Podarcis_sp.	1005	f__Rikenellaceae	g__Rikenella
EHA01832_bin.218	Podarcis_sp.	1019	f__Rikenellaceae	g__Tidjanibacter
EHA01832_bin.49	Podarcis_sp.	4903	f__Oscillospiraceae	g__UMGS1202
EHA01832_bin.137	Podarcis_sp.	5515	f__Lachnospiraceae	g__UMGS1251
EHA01832_bin.154	Podarcis_sp.	5515	f__Lachnospiraceae	g__UMGS1251
EHA01832_bin.20	Podarcis_sp.	5515	f__Lachnospiraceae	g__UMGS1251
EHA01832_bin.127	Podarcis_sp.	5716	f__Lachnospiraceae	g__Velocimicrobium
EHA01229_bin.14	Podarcis_sp.	5611	f__Lachnospiraceae	g__
EHA01230_bin.2	Podarcis_sp.	499	f__Akkermansiaceae	g__Akkermansia
EHA01220_bin.20	Podarcis_sp.	1029	f__Rikenellaceae	g__Alistipes
EHA01231_bin.30	Podarcis_sp.	1028	f__Rikenellaceae	g__Alistipes
EHA01228_bin.14	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01226_bin.6	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01220_bin.7	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01224_bin.36	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01231_bin.17	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01221_bin.29	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01223_bin.30	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01221_bin.3	Podarcis_sp.	3553	f__Desulfovibrionaceae	g__Desulfovibrio
EHA01221_bin.8	Podarcis_sp.	6708	f__Erysipelotrichaceae	g__Dielma
EHA01224_bin.1	Podarcis_sp.	5639	f__Lachnospiraceae	g__Enterocloster
EHA01219_bin.15	Podarcis_sp.	5597	f__Lachnospiraceae	g__Kineothrix
EHA01231_bin.41	Podarcis_sp.	5635	f__Lachnospiraceae	g__Lacrimispora
EHA01219_bin.16	Podarcis_sp.	3538	f__Desulfovibrionaceae	g__Mailhella
EHA01220_bin.6	Podarcis_sp.	907	f__Marinifilaceae	g__Odoribacter
EHA01219_bin.24	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01231_bin.5	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01222_bin.26	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01224_bin.14	Podarcis_sp.	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01222_bin.2	Podarcis_sp.	5576	f__Lachnospiraceae	g__Roseburia
EHA01832_bin.152	Podarcis_sp.	3560	f__Desulfovibrionaceae	g__
EHA01832_bin.24	Podarcis_sp.	6381	f__Peptococcaceae	g__
EHA01832_bin.170	Podarcis_sp.	6335	f__	g__
EHA01832_bin.182	Podarcis_sp.	1029	f__Rikenellaceae	g__Alistipes
EHA01832_bin.238	Podarcis_sp.	1029	f__Rikenellaceae	g__Alistipes
EHA01832_bin.38	Podarcis_sp.	1029	f__Rikenellaceae	g__Alistipes
EHA01832_bin.100	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01832_bin.48	Podarcis_sp.	1146	f__Bacteroidaceae	g__Bacteroides
EHA01832_bin.162	Podarcis_sp.	3547	f__Desulfovibrionaceae	g__Bilophila
EHA01832_bin.96	Podarcis_sp.	5610	f__Lachnospiraceae	g__CAG-95
EHA01832_bin.115	Podarcis_sp.	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01832_bin.212	Podarcis_sp.	4918	f__Oscillospiraceae	g__Dysosmobacter
EHA01832_bin.104	Podarcis_sp.	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01832_bin.128	Podarcis_sp.	5605	f__Lachnospiraceae	g__Eisenbergiella
EHA01832_bin.171	Podarcis_sp.	5639	f__Lachnospiraceae	g__Enterocloster
EHA01832_bin.98	Podarcis_sp.	5104	f__Ruminococcaceae	g__Fimivivens
EHA01832_bin.228	Podarcis_sp.	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01832_bin.108	Podarcis_sp.	4903	f__Oscillospiraceae	g__JAAWBF01
EHA01832_bin.111	Podarcis_sp.	7066	f__Gastranaerophilaceae	g__Limenecus
EHA01832_bin.186	Podarcis_sp.	907	f__Marinifilaceae	g__Odoribacter
EHA01832_bin.3	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01832_bin.77	Podarcis_sp.	908	f__Marinifilaceae	g__Odoribacter
EHA01832_bin.121	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01832_bin.237	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01832_bin.45	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01832_bin.53	Podarcis_sp.	1159	f__Tannerellaceae	g__Parabacteroides
EHA01832_bin.22	Podarcis_sp.	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01832_bin.5	Podarcis_sp.	7047	f__Gastranaerophilaceae	g__Scatousia
EHA01845_bin.241	Timon_lepidus	1965	f__Helicobacteraceae	g__Helicobacter_J
EHA01282_bin.31	Timon_lepidus	3560	f__Desulfovibrionaceae	g__
EHA01285_bin.15	Timon_lepidus	5611	f__Lachnospiraceae	g__
EHA01279_bin.13	Timon_lepidus	1141	f__Bacteroidaceae	g__
EHA01279_bin.23	Timon_lepidus	5633	f__Lachnospiraceae	g__
EHA01277_bin.19	Timon_lepidus	5611	f__Lachnospiraceae	g__
EHA01284_bin.20	Timon_lepidus	6335	f__	g__
EHA01282_bin.2	Timon_lepidus	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01280_bin.15	Timon_lepidus	499	f__Akkermansiaceae	g__Akkermansia
EHA01282_bin.12	Timon_lepidus	1028	f__Rikenellaceae	g__Alistipes
EHA01281_bin.30	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01278_bin.36	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01279_bin.35	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01279_bin.37	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01280_bin.40	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01277_bin.30	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01284_bin.47	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01276_bin.14	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01283_bin.24	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01283_bin.3	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01282_bin.40	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01281_bin.42	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01278_bin.13	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01278_bin.28	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01278_bin.29	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01279_bin.26	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01279_bin.43	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01280_bin.35	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01277_bin.31	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01277_bin.40	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01284_bin.1	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01284_bin.17	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01284_bin.33	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01284_bin.43	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01284_bin.54	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01281_bin.39	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01285_bin.14	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01283_bin.6	Timon_lepidus	3547	f__Desulfovibrionaceae	g__Bilophila
EHA01285_bin.19	Timon_lepidus	3547	f__Desulfovibrionaceae	g__Bilophila
EHA01279_bin.12	Timon_lepidus	2	f__Brevinemataceae	g__Brevinema
EHA01283_bin.15	Timon_lepidus	5610	f__Lachnospiraceae	g__CAG-95
EHA01282_bin.29	Timon_lepidus	5610	f__Lachnospiraceae	g__CAG-95
EHA01279_bin.18	Timon_lepidus	5610	f__Lachnospiraceae	g__CAG-95
EHA01281_bin.1	Timon_lepidus	2077	f__CAG-239	g__CAZU01
EHA01279_bin.4	Timon_lepidus	5636	f__Lachnospiraceae	g__CHH4-2
EHA01280_bin.10	Timon_lepidus	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01282_bin.30	Timon_lepidus	5642	f__Lachnospiraceae	g__Copromonas
EHA01281_bin.40	Timon_lepidus	5642	f__Lachnospiraceae	g__Copromonas
EHA01285_bin.25	Timon_lepidus	5642	f__Lachnospiraceae	g__Copromonas
EHA01284_bin.51	Timon_lepidus	5642	f__Lachnospiraceae	g__Copromonas
EHA01282_bin.14	Timon_lepidus	6708	f__Erysipelotrichaceae	g__Dielma
EHA01278_bin.20	Timon_lepidus	6708	f__Erysipelotrichaceae	g__Dielma
EHA01279_bin.5	Timon_lepidus	6708	f__Erysipelotrichaceae	g__Dielma
EHA01280_bin.12	Timon_lepidus	6708	f__Erysipelotrichaceae	g__Dielma
EHA01285_bin.23	Timon_lepidus	4918	f__Oscillospiraceae	g__Dysosmobacter
EHA01278_bin.15	Timon_lepidus	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01279_bin.25	Timon_lepidus	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01285_bin.17	Timon_lepidus	5639	f__Lachnospiraceae	g__Enterocloster
EHA01280_bin.16	Timon_lepidus	5639	f__Lachnospiraceae	g__Enterocloster
EHA01280_bin.8	Timon_lepidus	5639	f__Lachnospiraceae	g__Enterocloster
EHA01277_bin.29	Timon_lepidus	3284	f__Enterobacteriaceae	g__Escherichia
EHA01282_bin.6	Timon_lepidus	5073	f__Ruminococcaceae	g__Fournierella
EHA01285_bin.37	Timon_lepidus	5073	f__Ruminococcaceae	g__Fournierella
EHA01284_bin.23	Timon_lepidus	5073	f__Ruminococcaceae	g__Fournierella
EHA01277_bin.26	Timon_lepidus	3274	f__Enterobacteriaceae	g__Hafnia
EHA01285_bin.1	Timon_lepidus	5518	f__Lachnospiraceae	g__Hespellia
EHA01281_bin.38	Timon_lepidus	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01283_bin.13	Timon_lepidus	5602	f__Lachnospiraceae	g__JAAYNV01
EHA01279_bin.46	Timon_lepidus	5602	f__Lachnospiraceae	g__JAAYNV01
EHA01277_bin.24	Timon_lepidus	5602	f__Lachnospiraceae	g__JAAYNV01
EHA01284_bin.22	Timon_lepidus	5536	f__Lachnospiraceae	g__JALFVM01
EHA01283_bin.16	Timon_lepidus	5597	f__Lachnospiraceae	g__Kineothrix
EHA01282_bin.3	Timon_lepidus	5597	f__Lachnospiraceae	g__Kineothrix
EHA01278_bin.4	Timon_lepidus	5635	f__Lachnospiraceae	g__Lacrimispora
EHA01280_bin.18	Timon_lepidus	5635	f__Lachnospiraceae	g__Lacrimispora
EHA01281_bin.34	Timon_lepidus	3538	f__Desulfovibrionaceae	g__Mailhella
EHA01278_bin.1	Timon_lepidus	5725	f__Lachnospiraceae	g__MGBC140009
EHA01278_bin.21	Timon_lepidus	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01276_bin.4	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01282_bin.32	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01281_bin.25	Timon_lepidus	909	f__Marinifilaceae	g__Odoribacter
EHA01281_bin.37	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01285_bin.35	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01278_bin.10	Timon_lepidus	907	f__Marinifilaceae	g__Odoribacter
EHA01280_bin.11	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
