genome	host_species	cluster	family	genus
EHA01280_bin.20	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01280_bin.36	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01277_bin.9	Timon_lepidus	907	f__Marinifilaceae	g__Odoribacter
EHA01284_bin.38	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01285_bin.28	Timon_lepidus	1141	f__Bacteroidaceae	g__OM05-12
EHA01279_bin.7	Timon_lepidus	1141	f__Bacteroidaceae	g__OM05-12
EHA01276_bin.3	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01282_bin.21	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01282_bin.33	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01285_bin.4	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01279_bin.47	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01279_bin.55	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01280_bin.28	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01280_bin.30	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01281_bin.18	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01277_bin.17	Timon_lepidus	1161	f__Tannerellaceae	g__Parabacteroides_B
EHA01281_bin.3	Timon_lepidus	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01278_bin.27	Timon_lepidus	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01277_bin.15	Timon_lepidus	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01278_bin.40	Timon_lepidus	1005	f__Rikenellaceae	g__Rikenella
EHA01277_bin.5	Timon_lepidus	1005	f__Rikenellaceae	g__Rikenella
EHA01285_bin.12	Timon_lepidus	5576	f__Lachnospiraceae	g__Roseburia
EHA01278_bin.25	Timon_lepidus	5576	f__Lachnospiraceae	g__Roseburia
EHA01277_bin.34	Timon_lepidus	5576	f__Lachnospiraceae	g__Roseburia
EHA01284_bin.39	Timon_lepidus	5576	f__Lachnospiraceae	g__Roseburia
EHA01282_bin.16	Timon_lepidus	3284	f__Enterobacteriaceae	g__Salmonella
EHA01280_bin.17	Timon_lepidus	3284	f__Enterobacteriaceae	g__Salmonella
EHA01284_bin.29	Timon_lepidus	7047	f__Gastranaerophilaceae	g__Scatousia
EHA01278_bin.9	Timon_lepidus	6379	f__Peptococcaceae	g__UBA7185
EHA01285_bin.27	Timon_lepidus	5633	f__Lachnospiraceae	g__Ventrimonas
EHA01277_bin.22	Timon_lepidus	5633	f__Lachnospiraceae	g__Ventrimonas
EHA01284_bin.18	Timon_lepidus	5633	f__Lachnospiraceae	g__Ventrimonas
EHA01845_bin.113	Timon_lepidus	6381	f__Peptococcaceae	g__
EHA01845_bin.229	Timon_lepidus	1141	f__Bacteroidaceae	g__
EHA01845_bin.235	Timon_lepidus	3560	f__Desulfovibrionaceae	g__
EHA01845_bin.39	Timon_lepidus	5698	f__Lachnospiraceae	g__
EHA01845_bin.57	Timon_lepidus	5698	f__Lachnospiraceae	g__
EHA01845_bin.72	Timon_lepidus	5633	f__Lachnospiraceae	g__
EHA01845_bin.234	Timon_lepidus	6335	f__	g__
EHA01845_bin.104	Timon_lepidus	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01845_bin.119	Timon_lepidus	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01845_bin.160	Timon_lepidus	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01845_bin.232	Timon_lepidus	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01845_bin.59	Timon_lepidus	5612	f__Lachnospiraceae	g__Acetatifactor
EHA01845_bin.169	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01845_bin.170	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01845_bin.203	Timon_lepidus	1028	f__Rikenellaceae	g__Alistipes
EHA01845_bin.209	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01845_bin.3	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01845_bin.53	Timon_lepidus	1028	f__Rikenellaceae	g__Alistipes
EHA01845_bin.91	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01845_bin.92	Timon_lepidus	1029	f__Rikenellaceae	g__Alistipes
EHA01845_bin.217	Timon_lepidus	5092	f__Ruminococcaceae	g__Anaerotruncus
EHA01845_bin.115	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01845_bin.18	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01845_bin.4	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01845_bin.8	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01845_bin.93	Timon_lepidus	1146	f__Bacteroidaceae	g__Bacteroides
EHA01845_bin.228	Timon_lepidus	3547	f__Desulfovibrionaceae	g__Bilophila
EHA01845_bin.182	Timon_lepidus	5537	f__Lachnospiraceae	g__Blautia
EHA01845_bin.219	Timon_lepidus	5534	f__Lachnospiraceae	g__Blautia_A
EHA01845_bin.236	Timon_lepidus	5725	f__Lachnospiraceae	g__Caccomorpha
EHA01845_bin.89	Timon_lepidus	5532	f__Lachnospiraceae	g__CAG-56
EHA01845_bin.1	Timon_lepidus	2077	f__CAG-239	g__CAZU01
EHA01845_bin.243	Timon_lepidus	2077	f__CAG-239	g__CAZU01
EHA01845_bin.153	Timon_lepidus	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01845_bin.263	Timon_lepidus	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01845_bin.108	Timon_lepidus	6683	f__Coprobacillaceae	g__Coprobacillus
EHA01845_bin.199	Timon_lepidus	4918	f__Oscillospiraceae	g__Dysosmobacter
EHA01845_bin.38	Timon_lepidus	4918	f__Oscillospiraceae	g__Dysosmobacter
EHA01845_bin.163	Timon_lepidus	5605	f__Lachnospiraceae	g__Eisenbergiella
EHA01845_bin.105	Timon_lepidus	6184	f__Anaerovoracaceae	g__Emergencia
EHA01845_bin.264	Timon_lepidus	3284	f__Enterobacteriaceae	g__Enterobacter
EHA01845_bin.14	Timon_lepidus	5639	f__Lachnospiraceae	g__Enterocloster
EHA01845_bin.147	Timon_lepidus	5639	f__Lachnospiraceae	g__Enterocloster
EHA01845_bin.66	Timon_lepidus	5639	f__Lachnospiraceae	g__Enterocloster
EHA01845_bin.247	Timon_lepidus	5512	f__Lachnospiraceae	g__Extibacter
EHA01845_bin.152	Timon_lepidus	5104	f__Ruminococcaceae	g__Fimivivens
EHA01845_bin.274	Timon_lepidus	4902	f__Oscillospiraceae	g__Galloscillospira_A
EHA01845_bin.189	Timon_lepidus	5635	f__Lachnospiraceae	g__Hungatella
EHA01845_bin.28	Timon_lepidus	5635	f__Lachnospiraceae	g__Hungatella
EHA01845_bin.42	Timon_lepidus	5636	f__Lachnospiraceae	g__Hungatella_A
EHA01845_bin.118	Timon_lepidus	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01845_bin.68	Timon_lepidus	4815	f__Butyricicoccaceae	g__Intestinibacillus
EHA01845_bin.141	Timon_lepidus	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01845_bin.222	Timon_lepidus	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01845_bin.25	Timon_lepidus	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01845_bin.260	Timon_lepidus	4904	f__Oscillospiraceae	g__Intestinimonas
EHA01845_bin.111	Timon_lepidus	4903	f__Oscillospiraceae	g__JAAWBF01
EHA01845_bin.129	Timon_lepidus	4903	f__Oscillospiraceae	g__JAAWBF01
EHA01845_bin.73	Timon_lepidus	5448	f__Anaerotignaceae	g__JAAYQI01
EHA01845_bin.183	Timon_lepidus	5536	f__Lachnospiraceae	g__JALFVM01
EHA01845_bin.208	Timon_lepidus	5597	f__Lachnospiraceae	g__Kineothrix
EHA01845_bin.255	Timon_lepidus	4897	f__Oscillospiraceae	g__Lawsonibacter
EHA01845_bin.110	Timon_lepidus	7066	f__Gastranaerophilaceae	g__Limenecus
EHA01845_bin.131	Timon_lepidus	7066	f__Gastranaerophilaceae	g__Limenecus
EHA01845_bin.121	Timon_lepidus	6699	f__Erysipelotrichaceae	g__Longicatena
EHA01845_bin.151	Timon_lepidus	3538	f__Desulfovibrionaceae	g__Mailhella
EHA01845_bin.212	Timon_lepidus	3538	f__Desulfovibrionaceae	g__Mailhella
EHA01845_bin.246	Timon_lepidus	5518	f__Lachnospiraceae	g__Muricomes
EHA01845_bin.101	Timon_lepidus	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01845_bin.273	Timon_lepidus	5119	f__Ruminococcaceae	g__Negativibacillus
EHA01845_bin.140	Timon_lepidus	6699	f__Erysipelotrichaceae	g__NSJ-61
EHA01845_bin.143	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01845_bin.175	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01845_bin.44	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01845_bin.65	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01845_bin.67	Timon_lepidus	908	f__Marinifilaceae	g__Odoribacter
EHA01845_bin.225	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01845_bin.70	Timon_lepidus	1159	f__Tannerellaceae	g__Parabacteroides
EHA01845_bin.275	Timon_lepidus	4902	f__Oscillospiraceae	g__Pseudoflavonifractor
EHA01845_bin.41	Timon_lepidus	4902	f__Oscillospiraceae	g__Pseudoflavonifractor
EHA01845_bin.77	Timon_lepidus	5602	f__Lachnospiraceae	g__RGIG4733
EHA01845_bin.252	Timon_lepidus	1005	f__Rikenellaceae	g__Rikenella
EHA01845_bin.173	Timon_lepidus	5576	f__Lachnospiraceae	g__Roseburia
EHA01845_bin.46	Timon_lepidus	7047	f__Gastranaerophilaceae	g__Scatousia
EHA01845_bin.244	Timon_lepidus	7050	f__Gastranaerophilaceae	g__SIG32
EHA01845_bin.191	Timon_lepidus	6683	f__Coprobacillaceae	g__Stoquefichus
EHA01845_bin.197	Timon_lepidus	5515	f__Lachnospiraceae	g__UMGS1251
EHA01845_bin.6	Timon_lepidus	5717	f__Lachnospiraceae	g__Velocimicrobium
EHA01895_bin.27	Canis_familiaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA01876_bin.7	Canis_familiaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA01880_bin.21	Canis_familiaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA01886_bin.7	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01884_bin.14	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01893_bin.6	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01885_bin.16	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01890_bin.39	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01890_bin.57	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01890_bin.28	Canis_familiaris	5640	f__Lachnospiraceae	g__CAJMNU01
EHA01886_bin.16	Canis_familiaris	6146	f__Clostridiaceae	g__Clostridium
EHA01886_bin.11	Canis_familiaris	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01883_bin.11	Canis_familiaris	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01895_bin.9	Canis_familiaris	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01896_bin.2	Canis_familiaris	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01880_bin.15	Canis_familiaris	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01894_bin.13	Canis_familiaris	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01887_bin.17	Canis_familiaris	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01871_bin.9	Canis_familiaris	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01891_bin.9	Canis_familiaris	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01886_bin.3	Canis_familiaris	3284	f__Enterobacteriaceae	g__Escherichia
EHA01892_bin.7	Canis_familiaris	3284	f__Enterobacteriaceae	g__Escherichia
EHA01886_bin.5	Canis_familiaris	5515	f__Lachnospiraceae	g__Faecalimonas
EHA01896_bin.21	Canis_familiaris	5515	f__Lachnospiraceae	g__Faecalimonas
EHA01887_bin.28	Canis_familiaris	5073	f__Ruminococcaceae	g__Fournierella
EHA01891_bin.1	Canis_familiaris	5073	f__Ruminococcaceae	g__Fournierella
EHA01898_bin.23	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01897_bin.23	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01896_bin.35	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01896_bin.36	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01892_bin.5	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01873_bin.15	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01876_bin.19	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01882_bin.25	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01886_bin.14	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01881_bin.21	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01878_bin.26	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01896_bin.30	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01892_bin.22	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01899_bin.29	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01885_bin.19	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01875_bin.22	Canis_familiaris	1154	f__Bacteroidaceae	g__Mediterranea
EHA01872_bin.30	Canis_familiaris	1154	f__Bacteroidaceae	g__Mediterranea
EHA01894_bin.20	Canis_familiaris	1154	f__Bacteroidaceae	g__Mediterranea
EHA01885_bin.6	Canis_familiaris	1154	f__Bacteroidaceae	g__Mediterranea
EHA01878_bin.29	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01888_bin.4	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01893_bin.23	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01876_bin.8	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01895_bin.2	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01887_bin.13	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01890_bin.17	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01874_bin.12	Canis_familiaris	5518	f__Lachnospiraceae	g__Ruminococcus_B
EHA01892_bin.1	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01877_bin.6	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01871_bin.8	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01891_bin.11	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01891_bin.29	Canis_familiaris	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA01886_bin.6	Canis_familiaris	5633	f__Lachnospiraceae	g__Ventrimonas
EHA01928_bin.20	Canis_familiaris	5447	f__Anaerotignaceae	g__Anaerotignum
EHA01914_bin.20	Canis_familiaris	1146	f__Bacteroidaceae	g__Bacteroides
EHA01924_bin.29	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01903_bin.39	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01926_bin.2	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01920_bin.8	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01915_bin.1	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01927_bin.5	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01913_bin.30	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01913_bin.8	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01906_bin.10	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01915_bin.7	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01904_bin.15	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01927_bin.11	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01916_bin.11	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01918_bin.3	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01920_bin.11	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01917_bin.7	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01900_bin.29	Canis_familiaris	5534	f__Lachnospiraceae	g__Blautia_A
EHA01916_bin.12	Canis_familiaris	5641	f__Lachnospiraceae	g__Clostridium_Q
EHA01925_bin.9	Canis_familiaris	5606	f__Lachnospiraceae	g__Eisenbergiella
EHA01904_bin.9	Canis_familiaris	6904	f__Enterococcaceae	g__Enterococcus_B
EHA01918_bin.4	Canis_familiaris	3284	f__Enterobacteriaceae	g__Escherichia
EHA01902_bin.12	Canis_familiaris	3284	f__Enterobacteriaceae	g__Escherichia
EHA01923_bin.17	Canis_familiaris	3284	f__Enterobacteriaceae	g__Escherichia
EHA01919_bin.22	Canis_familiaris	5515	f__Lachnospiraceae	g__Faecalimonas
EHA01906_bin.15	Canis_familiaris	5515	f__Lachnospiraceae	g__Faecalimonas
EHA01918_bin.28	Canis_familiaris	5515	f__Lachnospiraceae	g__Faecalimonas
EHA01913_bin.19	Canis_familiaris	5515	f__Lachnospiraceae	g__Faecalimonas
EHA01918_bin.2	Canis_familiaris	5441	f__Anaerotignaceae	g__Fimicola
EHA01909_bin.18	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01900_bin.48	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01918_bin.23	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01912_bin.15	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01926_bin.27	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01920_bin.23	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01914_bin.30	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01904_bin.22	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01927_bin.31	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01910_bin.13	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01913_bin.28	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01906_bin.28	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01908_bin.16	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01928_bin.33	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01903_bin.38	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01916_bin.4	Canis_familiaris	3894	f__Fusobacteriaceae	g__Fusobacterium_A
EHA01928_bin.8	Canis_familiaris	6896	f__Streptococcaceae	g__Lactococcus
EHA01911_bin.10	Canis_familiaris	1154	f__Bacteroidaceae	g__Mediterranea
EHA01915_bin.25	Canis_familiaris	1154	f__Bacteroidaceae	g__Mediterranea
EHA01919_bin.24	Canis_familiaris	1154	f__Bacteroidaceae	g__Mediterranea
EHA01908_bin.32	Canis_familiaris	908	f__Marinifilaceae	g__Odoribacter
EHA01906_bin.11	Canis_familiaris	1159	f__Tannerellaceae	g__Parabacteroides
EHA01908_bin.14	Canis_familiaris	1159	f__Tannerellaceae	g__Parabacteroides
EHA01916_bin.25	Canis_familiaris	1113	f__Bacteroidaceae	g__Paraprevotella
EHA01921_bin.7	Canis_familiaris	6323	f__Acidaminococcaceae	g__Phascolarctobacterium_A
EHA01907_bin.8	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01907_bin.1	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01921_bin.29	Canis_familiaris	6251	f__Peptostreptococcaceae	g__Romboutsia
EHA01927_bin.29	Canis_familiaris	6251	f__Peptostreptococcaceae	g__Romboutsia_C
EHA01925_bin.26	Canis_familiaris	5576	f__Lachnospiraceae	g__Roseburia
EHA01920_bin.7	Canis_familiaris	5576	f__Lachnospiraceae	g__Roseburia
EHA01903_bin.11	Canis_familiaris	5576	f__Lachnospiraceae	g__Roseburia
EHA01917_bin.8	Canis_familiaris	5518	f__Lachnospiraceae	g__Ruminococcus_B
EHA01904_bin.18	Canis_familiaris	5518	f__Lachnospiraceae	g__Ruminococcus_B
EHA01922_bin.34	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01918_bin.1	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01926_bin.19	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01914_bin.3	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01907_bin.12	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01904_bin.26	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01917_bin.14	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01928_bin.31	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01923_bin.20	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA01914_bin.11	Canis_familiaris	6687	f__Coprobacillaceae	g__Thomasclavelia
EHA01903_bin.1	Canis_familiaris	5633	f__Lachnospiraceae	g__Ventrimonas
EHA01908_bin.17	Canis_familiaris	5633	f__Lachnospiraceae	g__Ventrimonas
EHA01895_bin.15	Canis_familiaris	5537	f__Lachnospiraceae	g__Blautia
EHA01882_bin.10	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01898_bin.19	Canis_familiaris	1141	f__Bacteroidaceae	g__Phocaeicola
EHA01927_bin.4	Canis_familiaris	6139	f__Clostridiaceae	g__Sarcina
EHA00635_bin.7	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Brenneria
EHA00621_bin.3	Plecotus_auritus	1164	f__Dysgonomonadaceae	g__Dysgonomonas
EHA00624_bin.1	Plecotus_auritus	3284	f__Enterobacteriaceae	g__Enterobacter
EHA00626_bin.13	Plecotus_auritus	6902	f__Enterococcaceae	g__Enterococcus
EHA00624_bin.3	Plecotus_auritus	2374	f__Rhizobiaceae	g__HY038
EHA00624_bin.6	Plecotus_auritus	2374	f__Rhizobiaceae	g__HY038
EHA00626_bin.11	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Lonsdalea
EHA00628_bin.6	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Rahnella
EHA00635_bin.4	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Rahnella
EHA00628_bin.1	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Yersinia
EHA00803_bin.4	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Erwinia
EHA00758_bin.1	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Erwinia
EHA00758_bin.3	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Erwinia
EHA00169_bin.43	Plecotus_auritus	6146	f__Clostridiaceae	g__Clostridium
EHA00169_bin.16	Plecotus_auritus	6902	f__Enterococcaceae	g__Enterococcus
EHA00169_bin.30	Plecotus_auritus	6902	f__Enterococcaceae	g__Enterococcus
EHA00169_bin.34	Plecotus_auritus	6904	f__Enterococcaceae	g__Enterococcus_A
EHA00169_bin.39	Plecotus_auritus	6904	f__Enterococcaceae	g__Enterococcus_A
EHA00169_bin.44	Plecotus_auritus	6904	f__Enterococcaceae	g__Enterococcus_B
EHA00169_bin.48	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Erwinia
EHA00169_bin.45	Plecotus_auritus	3284	f__Enterobacteriaceae	g__Escherichia
EHA00169_bin.26	Plecotus_auritus	3284	f__Enterobacteriaceae	g__Klebsiella
EHA00169_bin.8	Plecotus_auritus	3284	f__Enterobacteriaceae	g__Klebsiella
EHA00169_bin.6	Plecotus_auritus	3284	f__Enterobacteriaceae	g__Kluyvera
EHA00169_bin.53	Plecotus_auritus	3280	f__Enterobacteriaceae	g__Morganella
EHA00169_bin.14	Plecotus_auritus	3280	f__Enterobacteriaceae	g__Morganella
EHA00169_bin.23	Plecotus_auritus	6251	f__Peptostreptococcaceae	g__Paraclostridium
EHA00169_bin.29	Plecotus_auritus	6139	f__Clostridiaceae	g__Sarcina
EHA00176_bin.5	Plecotus_auritus	1164	f__Dysgonomonadaceae	g__Dysgonomonas
EHA00176_bin.14	Plecotus_auritus	6902	f__Enterococcaceae	g__Enterococcus
EHA00176_bin.6	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Hafnia
EHA00179_bin.3	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Erwinia
EHA00179_bin.1	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Hafnia
EHA00183_bin.2	Plecotus_auritus	6902	f__Enterococcaceae	g__Enterococcus
EHA00183_bin.3	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Hafnia
EHA00187_bin.9	Plecotus_auritus	6902	f__Enterococcaceae	g__Enterococcus
EHA00187_bin.1	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Erwinia
EHA00187_bin.22	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Erwinia
EHA00187_bin.3	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Pantoea
EHA00187_bin.15	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Rosenbergiella
EHA00187_bin.4	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Serratia_A
EHA00187_bin.16	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Serratia_J
EHA00196_bin.10	Plecotus_auritus	6902	f__Enterococcaceae	g__Enterococcus
EHA00196_bin.8	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Lonsdalea
EHA00196_bin.5	Plecotus_auritus	3284	f__Enterobacteriaceae	g__Tenebrionibacter
EHA00198_bin.4	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Yersinia
EHA00201_bin.12	Plecotus_auritus	3284	f__Enterobacteriaceae	g__Escherichia
EHA00201_bin.1	Plecotus_auritus	3280	f__Enterobacteriaceae	g__Providencia
EHA00201_bin.7	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Serratia_A
EHA00201_bin.16	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Serratia_J
EHA00206_bin.3	Plecotus_auritus	1164	f__Dysgonomonadaceae	g__Dysgonomonas
EHA00206_bin.9	Plecotus_auritus	3285	f__Enterobacteriaceae	g__Pantoea
EHA00211_bin.13	Plecotus_auritus	6902	f__Enterococcaceae	g__Enterococcus
EHA00211_bin.3	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Hafnia
EHA00211_bin.4	Plecotus_auritus	3274	f__Enterobacteriaceae	g__Serratia_A
